id,japanese,reading,french,category,lesson,level,ready
"v0382","どうぞ お上がり ください。","どうぞ おあがり ください。","Entrez, je vous en prie.","expression","7","N5","true"
"v0383","失礼します。","しつれいします。","Excusez-moi pour le dérangement. (litt. Je vais vous déranger.)","expression","7","N5","true"
"v0384","いかがですか。","いかがですか。","Que diriez-vous de [～]? (S'emploie quand on offre quelque chose.)","expression","7","N5","true"
"v0385","いただきます。","いただきます。","Merci, je vais en prendre. (litt. Je vais en prendre humblement. Prononcé avant de manger ou de boire.)","expression","7","N5","true"
"v0386","ごちそうさま。","ごちそうさま。","Merci pour le repas. (litt. C'était un régal. Prononcé après avoir mangé ou bu.)","expression","7","N5","true"
"v0387","スペイン","スペイン","Espagne","nom/autre","7","N5","true"
"v0388","ファクス","ファクス","télécopie, fax","nom/autre","7","N5","true"
"v0389","ワープロ","ワープロ","appareil à traitement de texte","nom/autre","7","N5","true"
"v0390","ごめんください。","ごめんください。","Bonjour./Excusez-moi./Y a-t-il quelqu'un? (expression utilisée par un visiteur)","expression","7","N5","true"
"v0391","旅行","りょこう","voyage (～を します : faire un voyage, voyager)","nom/autre","7","N5","true"
"v0392","お土産","おみやげ","souvenir, cadeau","nom/autre","7","N5","true"
"v0393","ヨーロッパ","ヨーロッパ","Europe","nom/autre","7","N5","true"
"v0394","ハンサム","ハンサム","beau (garçon), bel (homme)","adjectif-na","8","N5","true"
"v0395","きれい","きれい","joli, propre","adjectif-na","8","N5","true"
"v0396","静か","しずか","calme, tranquille","adjectif-na","8","N5","true"
"v0397","にぎやか","にぎやか","animé, fréquenté, gai","adjectif-na","8","N5","true"
"v0398","有名","ゆうめい","célèbre, fameux","adjectif-na","8","N5","true"
"v0399","親切","しんせつ","gentil, aimable (ne s'emploie pas pour qualifier un membre de sa famille)","adjectif-na","8","N5","true"
"v0400","元気","げんき","en forme, vif, énergique","adjectif-na","8","N5","true"
"v0401","暇","ひま","libre (avoir du temps)","adjectif-na","8","N5","true"
"v0402","便利","べんり","pratique, commode","adjectif-na","8","N5","true"
"v0403","すてき","すてき","joli, chouette, magnifique","adjectif-na","8","N5","true"
"v0404","大きい","おおきい","grand","adjectif-i","8","N5","true"
"v0405","小さい","ちいさい","petit","adjectif-i","8","N5","true"
"v0406","新しい","あたらしい","nouveau, neuf, frais","adjectif-i","8","N5","true"
"v0407","古い","ふるい","vieux, ancien (ne s'emploie pas pour l'âge d'une personne)","adjectif-i","8","N5","true"
"v0408","いい（よい）","いい（よい）","bon","adjectif-i","8","N5","true"
"v0409","悪い","わるい","mauvais","adjectif-i","8","N5","true"
"v0410","暑い、熱い","あつい","chaud","adjectif-i","8","N5","true"
"v0411","寒い","さむい","froid (le temps « il fait froid »)","adjectif-i","8","N5","true"
"v0412","冷たい","つめたい","froid (la sensation éprouvée au contact d'un objet)","adjectif-i","8","N5","true"
"v0413","難しい","むずかしい","difficile","adjectif-i","8","N5","true"
"v0414","易しい","やさしい","facile, simple","adjectif-i","8","N5","true"
"v0415","高い","たかい","haut, élevé, cher, coûteux","adjectif-i","8","N5","true"
"v0416","安い","やすい","bon marché, pas cher","adjectif-i","8","N5","true"
"v0417","低い","ひくい","bas","adjectif-i","8","N5","true"
"v0418","おもしろい","おもしろい","intéressant","adjectif-i","8","N5","true"
"v0419","おいしい","おいしい","délicieux","adjectif-i","8","N5","true"
"v0420","忙しい","いそがしい","occupé, pris","adjectif-i","8","N5","true"
"v0421","楽しい","たのしい","agréable (comme activité)","adjectif-i","8","N5","true"
"v0422","白い","しろい","blanc","adjectif-i","8","N5","true"
"v0423","黒い","くろい","noir","adjectif-i","8","N5","true"
"v0424","赤い","あかい","rouge","adjectif-i","8","N5","true"
"v0425","青い","あおい","bleu","adjectif-i","8","N5","true"
"v0426","桜","さくら","cerisier, fleur de cerisier","nom/autre","8","N5","true"
"v0427","山","やま","montagne","nom/autre","8","N5","true"
"v0428","町","まち","ville, bourg, quartier","nom/autre","8","N5","true"
"v0429","食べ物","たべもの","nourriture, aliment","nom/autre","8","N5","true"
"v0430","所","ところ","endroit","nom/autre","8","N5","true"
"v0431","寮","りょう","résidence, pension, internat","nom/autre","8","N5","true"
"v0432","レストラン","レストラン","restaurant","nom/autre","8","N5","true"
"v0433","生活","せいかつ","vie (quotidienne)","nom/autre","8","N5","true"
"v0434","仕事","しごと","travail, métier (～を します : travailler)","nom/autre","8","N5","true"
"v0435","どう","どう","comment","nom/autre","8","N5","true"
"v0436","どんな ～","どんな ～","quel, quel genre de ～","nom/autre","8","N5","true"
"v0437","とても","とても","très","nom/autre","8","N5","true"
"v0438","あまり","あまり","pas très (utilisé avec la forme négative)","nom/autre","8","N5","true"
"v0439","そして","そして","Et (utilisé pour relier les phrases)","nom/autre","8","N5","true"
"v0440","～が、～","～が、～","～, mais ～","nom/autre","8","N5","true"
"v0441","お元気ですか。","おげんきですか。","Comment allez-vous?","expression","8","N5","true"
"v0442","そうですね。","そうですね。","Eh bien…/Voyons…/Euh","expression","8","N5","true"
"v0443","もう 一杯 いかがですか。","もう いっぱい いかがですか。","Voulez-vous prendre un(e) autre [～]?","expression","8","N5","true"
"v0444","けっこうです。","けっこうです。","Non merci.","expression","8","N5","true"
"v0445","もう ～です。","もう ～です。","C'est déjà～, [n'est-ce pas?]","expression","8","N5","true"
"v0446","そろそろ 失礼します。","そろそろ しつれいします。","Je vais bientôt partir.","expression","8","N5","true"
"v0447","いいえ。","いいえ。","Je vous en prie./De rien.","expression","8","N5","true"
"v0448","また いらっしゃって ください。","また いらっしゃって ください。","Revenez nous voir.","expression","8","N5","true"
"v0449","シャンハイ","シャンハイ","Shanghai (上海)","nom/autre","8","N5","true"
"v0450","金閣寺","きんかくじ","Temple Kinkakuji (Pavillon d'or)","nom/autre","8","N5","true"
"v0451","奈良公園","ならこうえん","Parc Nara","nom/autre","8","N5","true"
"v0452","富士山","ふじさん","mont Fuji (la plus haute montagne du Japon)","nom/autre","8","N5","true"
"v0453","「七人の 侍」","「しちにんの さむらい」","« Les sept Samouraïs », film ancien d'Akira Kurosawa","nom/autre","8","N5","true"
"v0454","車","くるま","voiture, véhicule","nom/autre","8","N5","true"
"v0455","勉強","べんきょう","étude, leçon","nom/autre","8","N5","true"
"v0456","どれ","どれ","lequel (parmi trois ou plus)","nom/autre","8","N5","true"
"v0457","日本の 生活に 慣れましたか。","にほんの せいかつに なれましたか。","Êtes-vous déjà habitué à la vie au Japon?","verbe","8","N5","true"
"v0458","琵琶湖","びわこ","Lac Biwa, le plus grand lac du Japon","nom/autre","8","N5","true"
"v0459","わかります","わかります","comprendre","verbe","9","N5","true"
"v0460","あります","あります","avoir","verbe","9","N5","true"
"v0461","好き","すき","aimé, favori","adjectif-na","9","N5","true"
"v0462","嫌い","きらい","détesté","adjectif-na","9","N5","true"
"v0463","上手","じょうず","habile","adjectif-na","9","N5","true"
"v0464","下手","へた","maladroit","adjectif-na","9","N5","true"
"v0465","飲み物","のみもの","boisson","nom/autre","9","N5","true"
"v0466","料理","りょうり","cuisine (～を します : faire la cuisine)","nom/autre","9","N5","true"
"v0467","スポーツ","スポーツ","sport (～を します : faire du sport)","nom/autre","9","N5","true"
"v0468","野球","やきゅう","baseball (～を します : jouer au baseball)","nom/autre","9","N5","true"
"v0469","ダンス","ダンス","danse (～を します : danser)","nom/autre","9","N5","true"
"v0470","旅行","りょこう","voyage (～します : faire un voyage)","nom/autre","9","N5","true"
"v0471","音楽","おんがく","musique","nom/autre","9","N5","true"
"v0472","歌","うた","chanson","nom/autre","9","N5","true"
"v0473","クラシック","クラシック","classique","nom/autre","9","N5","true"
"v0474","ジャズ","ジャズ","jazz","nom/autre","9","N5","true"
"v0475","コンサート","コンサート","concert","nom/autre","9","N5","true"
"v0476","カラオケ","カラオケ","karaoke","nom/autre","9","N5","true"
"v0477","歌舞伎","かぶき","kabuki (un des théâtres traditionnels japonais)","nom/autre","9","N5","true"
"v0478","絵","え","peinture, dessin","nom/autre","9","N5","true"
"v0479","字","じ","lettre, caractère","nom/autre","9","N5","true"
"v0480","漢字","かんじ","caractère chinois","nom/autre","9","N5","true"
"v0481","ひらがな","ひらがな","hiragana","nom/autre","9","N5","true"
"v0482","かたかな","かたかな","katakana","nom/autre","9","N5","true"
"v0483","ローマ字","ローマじ","transcription romanisée","nom/autre","9","N5","true"
"v0484","細かい お金","こまかい おかね","petite monnaie","nom/autre","9","N5","true"
"v0485","チケット","チケット","billet, ticket","nom/autre","9","N5","true"
"v0486","時間","じかん","temps, heure","nom/autre","9","N5","true"
"v0487","用事","ようじ","quelque chose à faire","nom/autre","9","N5","true"
"v0488","約束","やくそく","rendez-vous, promesse (～します : faire la promesse)","nom/autre","9","N5","true"
"v0489","アルバイト","アルバイト","travail à temps partiel (～を します : faire un travail à temps partiel)","nom/autre","9","N5","true"
"v0490","ご主人","ごしゅじん","mari (de quelqu'un d'autre)","nom/autre","9","N5","true"
"v0491","夫／主人","おっと／しゅじん","(mon) mari","nom/autre","9","N5","true"
"v0492","奥さん","おくさん","femme (de quelqu'un d'autre)","nom/autre","9","N5","true"
"v0493","妻／家内","つま／かない","(ma) femme","nom/autre","9","N5","true"
"v0494","子ども","こども","enfant","nom/autre","9","N5","true"
"v0495","よく","よく","bien","nom/autre","9","N5","true"
"v0496","だいたい","だいたい","à peu près, presque","nom/autre","9","N5","true"
"v0497","たくさん","たくさん","beaucoup","nom/autre","9","N5","true"
"v0498","少し","すこし","un peu","nom/autre","9","N5","true"
"v0499","全然","ぜんぜん","pas du tout (s'emploie avec le négatif)","nom/autre","9","N5","true"
"v0500","早く、速く","はやく","tôt, vite","nom/autre","9","N5","true"
"v0501","～から","～から","comme～","nom/autre","9","N5","true"
"v0502","どうして","どうして","Pourquoi","nom/autre","9","N5","true"
"v0503","貸して ください。","かして ください。","Prêtez(-le)-moi.","expression","9","N5","true"
"v0504","いいですよ。","いいですよ。","Oui. Je vous en prie.","expression","9","N5","true"
"v0505","残念です","ざんねんです","C'est dommage.","nom/autre","9","N5","true"
"v0506","ああ","ああ","Ah","nom/autre","9","N5","true"
"v0507","いっしょに いかがですか。","いっしょに いかがですか。","Ne voudriez-vous pas qu'on fasse (quelque chose) ensemble?","expression","9","N5","true"
"v0508","ちょっと……。","ちょっと……。","[～], c'est un peu difficile... (euphémisme pour décliner une invitation)","expression","9","N5","true"
"v0509","だめですか。","だめですか。","Vous ne pouvez pas...?","expression","9","N5","true"
"v0510","また 今度 お願いします。","また こんど おねがいします。","N'hésitez pas à m'inviter une prochaine fois (s'emploie lorsque l'on décline une invitation indirectement, en prenant en considération le sentiment de celui qui l'a invité)","expression","9","N5","true"
"v0511","残念です。","ざんねんです。","C'est dommage./Je regrette./Je suis désolé.","expression","9","N5","true"
"v0512","すみません。","すみません。","Excusez-moi./Pardon, je vous prie de m'excuser.","verbe","9","N5","true"
"v0513","もしもし","もしもし","allo (utilisé pour parler au téléphone)","nom/autre","9","N5","true"
"v0514","小沢征爾","おざわせいじ","chef d'orchestre japonais célèbre (1935-)","nom/autre","9","N5","true"
"v0515","あります","あります","il y a, exister, se trouver (s'emploie sur ce qui n'est pas animé, qui est immobile)","verbe","10","N5","true"
"v0516","います","います","il y a, exister, se trouver (s'emploie sur ce qui est animé, qui bouge)","verbe","10","N5","true"
"v0517","いろいろ","いろいろ","divers, varié","adjectif-na","10","N5","true"
